persona_id,nome,cognome,data_nascita,luogo_nascita,genere,collegio,gruppo_partito,sigla_gruppo,commissione,email_istituzionale,email_pec,form_contatti_url,telefono_e164,indirizzo_ufficio,sito_ufficiale,fonte_url,fonte_data
307496,ROBERTO,PELLA,19700306,BIELLA,male,PIEMONTE 1 - P02,FORZA ITALIA - BERLUSCONI PRESIDENTE - PPE (FI-PPE) (18.10.2022,FI-PPE,"V COMMISSIONE (BILANCIO, TESORO E PROGRAMMAZIONE)",pella_r@camera.it,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=307496,,,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=307496,2025-08-18
308876,TULLIO,FERRANTE,19890113,SAN GIORGIO A CREMANO,male,CAMPANIA 2 - P02,FORZA ITALIA - BERLUSCONI PRESIDENTE - PPE (FI-PPE) (18.10.2022,FI-PPE,"VIII COMMISSIONE (AMBIENTE, TERRITORIO E LAVORI PUBBLICI)",ferrante_t@camera.it,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=308876,,,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=308876,2025-08-18
305553,MARIA CHIARA,GADDA,19800206,TRADATE,female,LOMBARDIA 2 - P02,ITALIA VIVA-IL CENTRO-RENEW EUROPE (IV-C-RE) (20.11.2023,IV-C-RE,XIII COMMISSIONE (AGRICOLTURA),gadda_m@camera.it,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=305553,,,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=305553,2025-08-18
308767,FRANCESCO,GALLO,19661103,MESSINA,male,SICILIA 2 - P01,MISTO (MISTO) (18.10.2022,MISTO,"COMMISSIONE PARLAMENTARE DI INCHIESTA SUL FENOMENO DELLE MAFIE E SULLE ALTRE ASSOCIAZIONI CRIMINALI, ANCHE STRANIERE",gallo_f@camera.it,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=308767,,,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=308767,2025-08-18
305733,LUCA,PASTORINO,19710930,GENOVA,male,LIGURIA - P01,MISTO (MISTO) (18.10.2022,MISTO,"COMMISSIONE PARLAMENTARE DI INCHIESTA SULLE CAUSE DEL DISASTRO DELLA NAVE ""MOBY PRINCE""",pastorino_l@camera.it,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=305733,,,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=305733,2025-08-18
307902,DIETER,STEGER,19640624,BRUNICO,male,TRENTINO-ALTO ADIGE/SÜDTIROL - P01,MISTO (MISTO) (18.10.2022,MISTO,COMMISSIONE PARLAMENTARE PER L'INDIRIZZO GENERALE E LA VIGILANZA DEI SERVIZI RADIOTELEVISIVI,steger_d@camera.it,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=307902,,,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=307902,2025-08-18
308897,MANLIO,MESSINA,19731112,CATANIA,male,SICILIA 2 - P02,MISTO (MISTO) (18.10.2022,MISTO,"COMITATO PARLAMENTARE DI CONTROLLO SULL'ATTUAZIONE DELL'ACCORDO DI SCHENGEN, DI VIGILANZA SULL'ATTIVITA' DI EUROPOL, DI CONTROLLO E VIGILANZA IN MATERIA DI IMMIGRAZIONE",messina_m@camera.it,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=308897,,,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=308897,2025-08-18
307634,DEVIS,DORI,19791227,TREVIGLIO,male,LOMBARDIA 2 - P02,ALLEANZA VERDI E SINISTRA (AVS) (27.10.2022,AVS,COMMISSIONE PARLAMENTARE DI INCHIESTA SUI FATTI ACCADUTI PRESSO LA COMUNITA' «IL FORTETO»,dori_d@camera.it,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=307634,,,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=307634,2025-08-18
308810,MARCO,GRIMALDI,19801108,TORINO,male,PIEMONTE 1 - P01,ALLEANZA VERDI E SINISTRA (AVS) (27.10.2022,AVS,COMMISSIONE PARLAMENTARE DI INCHIESTA SULLA SCOMPARSA DI EMANUELA ORLANDI E DI MIRELLA GREGORI,grimaldi_m@camera.it,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=308810,,,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=308810,2025-08-18
308816,ELISABETTA,PICCOLOTTI,19820210,CAMERINO,female,PUGLIA - P04,ALLEANZA VERDI E SINISTRA (AVS) (27.10.2022,AVS,"COMMISSIONE PARLAMENTARE DI INCHIESTA SUL FENOMENO DELLE MAFIE E SULLE ALTRE ASSOCIAZIONI CRIMINALI, ANCHE STRANIERE",piccolotti_e@camera.it,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=308816,,,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=308816,2025-08-18
308790,GIUSEPPE,BICCHIELLI,19670331,NAPOLI,male,CAMPANIA 2 - P02,"NOI MODERATI (NOI CON L'ITALIA, CORAGGIO ITALIA, UDC E ITALIA AL CENTRO)-MAIE-CENTRO POPOLARE (NM(N-C-U-I)M-CP) (27.10.2022",NM(N-C-U-I)M-CP,"COMITATO PER LE INCOMPATIBILITA', LE INELEGGIBILITA' E LE DECADENZE",bicchielli_g@camera.it,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=308790,,,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=308790,2025-08-18
308875,ANTONIO,D'ALESSIO,19641205,SALERNO,male,CAMPANIA 2 - P02,AZIONE-POPOLARI EUROPEISTI RIFORMATORI-RENEW EUROPE (AZ-PER-RE) (18.10.2022,AZ-PER-RE,"COMMISSIONE PARLAMENTARE DI INCHIESTA SULLE CAUSE DEL DISASTRO DELLA NAVE ""MOBY PRINCE""",dalessio_a@camera.it,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=308875,,,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=308875,2025-08-18
308802,VALENTINA,GRIPPO,19710807,ROMA,female,VENETO 1 - P01,AZIONE-POPOLARI EUROPEISTI RIFORMATORI-RENEW EUROPE (AZ-PER-RE) (18.10.2022,AZ-PER-RE,DELEGAZIONE ITALIANA PRESSO L'ASSEMBLEA PARLAMENTARE DEL CONSIGLIO D'EUROPA,grippo_v@camera.it,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=308802,,,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=308802,2025-08-18
307360,ROSSANO,SASSO,19750618,BARI,male,PUGLIA - P03,LEGA - SALVINI PREMIER (LEGA) (18.10.2022,LEGA,"VII COMMISSIONE (CULTURA, SCIENZA E ISTRUZIONE)",sasso_r@camera.it,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=307360,,,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=307360,2025-08-18
307718,DOMENICO,FURGIUELE,19830101,LAMEZIA TERME,male,CALABRIA - P01,LEGA - SALVINI PREMIER (LEGA) (18.10.2022,LEGA,COMMISSIONE PARLAMENTARE DI VIGILANZA SULLA CASSA DEPOSITI E PRESTITI,furgiuele_d@camera.it,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=307718,,,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=307718,2025-08-18
307639,ANDREA,CRIPPA,19860510,MONZA,male,LOMBARDIA 1 - P02,LEGA - SALVINI PREMIER (LEGA) (18.10.2022,LEGA,DELEGAZIONE ITALIANA PRESSO L'ASSEMBLEA PARLAMENTARE DELLA NATO,crippa_a@camera.it,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=307639,,,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=307639,2025-08-18
307851,TIZIANA,NISINI,19751018,PAVIA,female,TOSCANA - P02,LEGA - SALVINI PREMIER (LEGA) (18.10.2022,LEGA,"COMMISSIONE PARLAMENTARE DI INCHIESTA SULLE CAUSE DEL DISASTRO DELLA NAVE ""MOBY PRINCE""",nisini_t@camera.it,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=307851,,,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=307851,2025-08-18
304521,EDOARDO,RIXI,19740608,GENOVA,male,LIGURIA - P01,LEGA - SALVINI PREMIER (LEGA) (18.10.2022,LEGA,"VII COMMISSIONE (CULTURA, SCIENZA E ISTRUZIONE)",rixi_e@camera.it,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=304521,,,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=304521,2025-08-18
307683,ANDREA,DARA,19790107,CASTEL GOFFREDO,male,LOMBARDIA 4 - P01,LEGA - SALVINI PREMIER (LEGA) (18.10.2022,LEGA,COMMISSIONE PARLAMENTARE DI INCHIESTA SULLE ATTIVITA' ILLECITE CONNESSE AL CICLO DEI RIFIUTI E SU ALTRI ILLECITI AMBIENTALI E AGROALIMENTARI,dara_a@camera.it,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=307683,,,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=307683,2025-08-18
307918,ANDREA,DE BERTOLDI,19660512,BOLZANO,male,TRENTINO-ALTO ADIGE/SÜDTIROL - P01,LEGA - SALVINI PREMIER (LEGA) (18.10.2022,LEGA,COMMISSIONE PARLAMENTARE PER LA SEMPLIFICAZIONE,debertoldi_a@camera.it,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=307918,,,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=307918,2025-08-18
308921,GIOVANNA,MIELE,19800724,LATINA,female,LAZIO 2 - P02,LEGA - SALVINI PREMIER (LEGA) (18.10.2022,LEGA,"VII COMMISSIONE (CULTURA, SCIENZA E ISTRUZIONE)",miele_g@camera.it,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=308921,,,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=308921,2025-08-18
307632,GIULIO,CENTEMERO,19790130,MILANO,male,LOMBARDIA 3 - P01,LEGA - SALVINI PREMIER (LEGA) (18.10.2022,LEGA,ASSEMBLEA PARLAMENTARE DELL'UNIONE PER IL MEDITERRANEO (AP-UPM),centemero_g@camera.it,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=307632,,,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=307632,2025-08-18
307571,ALBERTO,STEFANI,19921116,CAMPOSAMPIERO,male,VENETO 2 - P01,LEGA - SALVINI PREMIER (LEGA) (18.10.2022,LEGA,COMMISSIONE PARLAMENTARE PER L'ATTUAZIONE DEL FEDERALISMO FISCALE,stefani_alberto@camera.it,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=307571,,,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=307571,2025-08-18
50115,GIANCARLO,GIORGETTI,19661216,CAZZAGO BRABBIA,male,LOMBARDIA 2 - P02,LEGA - SALVINI PREMIER (LEGA) (18.10.2022,LEGA,XIV COMMISSIONE (POLITICHE DELL'UNIONE EUROPEA),giorgetti_g@camera.it,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=50115,,,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=50115,2025-08-18
302824,MASSIMO,BITONCI,19650624,PADOVA,male,VENETO 2 - P01,LEGA - SALVINI PREMIER (LEGA) (18.10.2022,LEGA,"V COMMISSIONE (BILANCIO, TESORO E PROGRAMMAZIONE)",bitonci_m@camera.it,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=302824,,,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=302824,2025-08-18
308837,FEDERICO,FRENI,19800701,ROMA,male,LAZIO 1 - P03,LEGA - SALVINI PREMIER (LEGA) (18.10.2022,LEGA,VI COMMISSIONE (FINANZE),freni_f@camera.it,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=308837,,,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=308837,2025-08-18
307210,CARMELA,DI LAURO,19880324,VICO EQUENSE,female,CAMPANIA 1 - P02,MOVIMENTO 5 STELLE (M5S) (18.10.2022,M5S,XII COMMISSIONE (AFFARI SOCIALI),dilauro_c@camera.it,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=307210,,,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=307210,2025-08-18
307394,DAVIDE,AIELLO,19851031,PALERMO,male,SICILIA 1 - P01,MOVIMENTO 5 STELLE (M5S) (18.10.2022,M5S,GIUNTA DELLE ELEZIONI,aiello_d@camera.it,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=307394,,,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=307394,2025-08-18
308818,DANIELA,MORFINO,19740514,PALERMO,female,SICILIA 1 - P01,MOVIMENTO 5 STELLE (M5S) (18.10.2022,M5S,"COMMISSIONE PARLAMENTARE DI INCHIESTA SUL FEMMINICIDIO, NONCHE' SU OGNI FORMA DI VIOLENZA DI GENERE",morfino_d@camera.it,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=308818,,,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=308818,2025-08-18
308846,CARMELA,AURIEMMA,19810703,MADDALONI,female,CAMPANIA 1 - P02,MOVIMENTO 5 STELLE (M5S) (18.10.2022,M5S,"COMITATO PER LE INCOMPATIBILITA', LE INELEGGIBILITA' E LE DECADENZE",auriemma_c@camera.it,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=308846,,,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=308846,2025-08-18
308858,SUSANNA,CHERCHI,19551223,IGLESIAS,female,SARDEGNA - P01,MOVIMENTO 5 STELLE (M5S) (18.10.2022,M5S,XIII COMMISSIONE (AGRICOLTURA),cherchi_s@camera.it,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=308858,,,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=308858,2025-08-18
307418,FILIPPO,SCERRA,19780325,CATANIA,male,SICILIA 2 - P03,MOVIMENTO 5 STELLE (M5S) (18.10.2022,M5S,COLLEGIO DEI QUESTORI,scerra_f@camera.it,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=307418,,,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=307418,2025-08-18
307863,MARCO,PELLEGRINI,19640730,FOGGIA,male,PUGLIA - P01,MOVIMENTO 5 STELLE (M5S) (18.10.2022,M5S,COMMISSIONE PARLAMENTARE DI VIGILANZA SULL'ANAGRAFE TRIBUTARIA,pellegrini_marco@camera.it,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=307863,,,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=307863,2025-08-18
307926,GIUSEPPE,CONTE,19640808,VOLTURARA APPULA,male,LOMBARDIA 1 - P02,MOVIMENTO 5 STELLE (M5S) (18.10.2022,M5S,III COMMISSIONE (AFFARI ESTERI E COMUNITARI),conte_giuseppe@camera.it,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=307926,,,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=307926,2025-08-18
307892,AGOSTINO,SANTILLO,19741028,CASERTA,male,CAMPANIA 2 - P01,MOVIMENTO 5 STELLE (M5S) (18.10.2022,M5S,COMMISSIONE PARLAMENTARE PER LA SEMPLIFICAZIONE,santillo_a@camera.it,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=307892,,,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=307892,2025-08-18
308768,GIANNI,LAMPIS,19880531,CAGLIARI,male,SARDEGNA - P01,FRATELLI D'ITALIA (FDI) (18.10.2022,FDI,COMMISSIONE PARLAMENTARE PER LE QUESTIONI REGIONALI,lampis_g@camera.it,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=308768,,,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=308768,2025-08-18
308813,IMMACOLATA,ZURZOLO,19730607,TORINO,female,PIEMONTE 1 - P02,FRATELLI D'ITALIA (FDI) (18.10.2022,FDI,"COMMISSIONE PARLAMENTARE DI INCHIESTA SUL FEMMINICIDIO, NONCHE' SU OGNI FORMA DI VIOLENZA DI GENERE",zurzolo_i@camera.it,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=308813,,,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=308813,2025-08-18
308887,FRANCESCO,MICHELOTTI,19830331,COLLE DI VAL D'ELSA,male,TOSCANA - P02,FRATELLI D'ITALIA (FDI) (18.10.2022,FDI,"COMITATO PER LE INCOMPATIBILITA', LE INELEGGIBILITA' E LE DECADENZE",michelotti_f@camera.it,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=308887,,,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=308887,2025-08-18
308805,ANTONIO,BALDELLI,19710624,ANCONA,male,MARCHE - P01,FRATELLI D'ITALIA (FDI) (18.10.2022,FDI,COMMISSIONE PARLAMENTARE PER LE QUESTIONI REGIONALI,baldelli_a@camera.it,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=308805,,,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=308805,2025-08-18
35980,LUCIANO,CIOCCHETTI,19580303,ROMA,male,LAZIO 1 - P03,FRATELLI D'ITALIA (FDI) (18.10.2022,FDI,COMMISSIONE PARLAMENTARE DI INCHIESTA SULLA SCOMPARSA DI EMANUELA ORLANDI E DI MIRELLA GREGORI,ciocchetti_l@camera.it,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=35980,,,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=35980,2025-08-18
308937,ALICE,BUONGUERRIERI,19780904,BAGNO DI ROMAGNA,female,EMILIA-ROMAGNA - P03,FRATELLI D'ITALIA (FDI) (18.10.2022,FDI,"COMITATO PER LE INCOMPATIBILITA', LE INELEGGIBILITA' E LE DECADENZE",buonguerrieri_a@camera.it,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=308937,,,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=308937,2025-08-18
308927,GAETANA,RUSSO,19810425,FIDENZA,female,EMILIA-ROMAGNA - P01,FRATELLI D'ITALIA (FDI) (18.10.2022,FDI,"COMMISSIONE PARLAMENTARE DI INCHIESTA SULLE CONDIZIONI DI LAVORO IN ITALIA, SULLO SFRUTTAMENTO E SULLA TUTELA DELLA SALUTE E DELLA SICUREZZA NEI LUOGHI DI LAVORO PUBBLICI E PRIVATI",russo_gaetana@camera.it,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=308927,,,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=308927,2025-08-18
308915,PAOLA MARIA,CHIESA,19790912,PAVIA,female,LOMBARDIA 4 - P01,FRATELLI D'ITALIA (FDI) (18.10.2022,FDI,COMMISSIONE PARLAMENTARE PER LA SEMPLIFICAZIONE,chiesa_p@camera.it,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=308915,,,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=308915,2025-08-18
307340,YLENJA,LUCASELLI,19760422,TARANTO,female,EMILIA-ROMAGNA - P01,FRATELLI D'ITALIA (FDI) (18.10.2022,FDI,COLLEGIO D'APPELLO,lucaselli_y@camera.it,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=307340,,,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=307340,2025-08-18
308825,VINCENZO,AMICH,19770726,CASALE MONFERRATO,male,PIEMONTE 2 - P02,FRATELLI D'ITALIA (FDI) (18.10.2022,FDI,"COMMISSIONE PARLAMENTARE DI INCHIESTA SULLE CAUSE DEL DISASTRO DELLA NAVE ""MOBY PRINCE""",amich_v@camera.it,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=308825,,,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=308825,2025-08-18
308908,LUCA,SBARDELLA,19730926,ROMA,male,LOMBARDIA 3 - P02,FRATELLI D'ITALIA (FDI) (18.10.2022,FDI,"COMITATO PER LE INCOMPATIBILITA', LE INELEGGIBILITA' E LE DECADENZE",sbardella_l@camera.it,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=308908,,,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=308908,2025-08-18
200291,RICCARDO,DE CORATO,19511101,ANDRIA,male,LOMBARDIA 1 - P01,FRATELLI D'ITALIA (FDI) (18.10.2022,FDI,COMMISSIONE PARLAMENTARE DI INCHIESTA SULLE CONDIZIONI DI SICUREZZA E SULLO STATO DI DEGRADO DELLE CITTA' E DELLE LORO PERIFERIE,decorato_r@camera.it,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=200291,,,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=200291,2025-08-18
308784,ANDREA,DI GIUSEPPE,19680520,ROMA,male,AMERICA SETTENTRIONALE E CENTRALE,FRATELLI D'ITALIA (FDI) (18.10.2022,FDI,III COMMISSIONE (AFFARI ESTERI E COMUNITARI),digiuseppe_andrea@camera.it,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=308784,,,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=308784,2025-08-18
308794,GIANGIACOMO,CALOVINI,19820316,BRESCIA,male,LOMBARDIA 3 - P02,FRATELLI D'ITALIA (FDI) (18.10.2022,FDI,DELEGAZIONE ITALIANA PRESSO L'ASSEMBLEA PARLAMENTARE DELLA NATO,calovini_g@camera.it,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=308794,,,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=308794,2025-08-18
39130,GIULIO CARLO DANILO,TREMONTI,19470818,SONDRIO,male,LOMBARDIA 1 - P02,FRATELLI D'ITALIA (FDI) (18.10.2022,FDI,DELEGAZIONE ITALIANA PRESSO L'ASSEMBLEA PARLAMENTARE DELLA NATO,tremonti_g@camera.it,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=39130,,,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=39130,2025-08-18
301558,ELISABETTA,GARDINI,19560603,PADOVA,female,VENETO 2 - P01,FRATELLI D'ITALIA (FDI) (18.10.2022,FDI,DELEGAZIONE ITALIANA PRESSO L'ASSEMBLEA PARLAMENTARE DEL CONSIGLIO D'EUROPA,gardini_e@camera.it,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=301558,,,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=301558,2025-08-18
307479,ANDREA,DELMASTRO DELLE VEDOVE,19761022,GATTINARA,male,PIEMONTE 2 - P01,FRATELLI D'ITALIA (FDI) (18.10.2022,FDI,II COMMISSIONE (GIUSTIZIA),delmastro_a@camera.it,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=307479,,,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=307479,2025-08-18
308769,BARBARA,POLO,19730204,OZIERI,female,SARDEGNA - P01,FRATELLI D'ITALIA (FDI) (18.10.2022,FDI,"COMMISSIONE PARLAMENTARE DI INCHIESTA SUL RISCHIO IDROGEOLOGICO E SISMICO DEL TERRITORIO ITALIANO, SULL'ATTUAZIONE DELLE NORME DI PREVENZIONE E SICUREZZA E SUGLI INTERVENTI DI EMERGENZA E DI RICOSTRUZIONE A SEGUITO DEGLI EVENTI CALAMITOSI VERIFICATISI DALL'ANNO 2019",polo_b@camera.it,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=308769,,,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=308769,2025-08-18
50204,TOMMASO,FOTI,19600428,PIACENZA,male,EMILIA-ROMAGNA - P01,FRATELLI D'ITALIA (FDI) (18.10.2022,FDI,"VIII COMMISSIONE (AMBIENTE, TERRITORIO E LAVORI PUBBLICI)",foti_t@camera.it,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=50204,,,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=50204,2025-08-18
308851,MARTA,SCHIFONE,19801009,NAPOLI,female,CAMPANIA 1 - P02,FRATELLI D'ITALIA (FDI) (18.10.2022,FDI,COMMISSIONE PARLAMENTARE DI CONTROLLO SULL'ATTIVITA' DEGLI ENTI GESTORI DI FORME OBBLIGATORIE DI PREVIDENZA E ASSISTENZA SOCIALE,schifone_m@camera.it,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=308851,,,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=308851,2025-08-18
308889,FABIO,PIETRELLA,19770411,CARBONIA,male,LOMBARDIA 1 - P02,FRATELLI D'ITALIA (FDI) (18.10.2022,FDI,DELEGAZIONE ITALIANA PRESSO L'ASSEMBLEA PARLAMENTARE DEL CONSIGLIO D'EUROPA,pietrella_f@camera.it,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=308889,,,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=308889,2025-08-18
307175,RACHELE,SILVESTRI,19860830,ASCOLI PICENO,female,ABRUZZO - P01,FRATELLI D'ITALIA (FDI) (18.10.2022,FDI,COMMISSIONE PARLAMENTARE DI INCHIESTA SULLE ATTIVITA' ILLECITE CONNESSE AL CICLO DEI RIFIUTI E SU ALTRI ILLECITI AMBIENTALI E AGROALIMENTARI,silvestri_r@camera.it,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=307175,,,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=307175,2025-08-18
308917,CHIARA,COLOSIMO,19860602,ROMA,female,LAZIO 2 - P02,FRATELLI D'ITALIA (FDI) (18.10.2022,FDI,"COMMISSIONE PARLAMENTARE DI INCHIESTA SUL FENOMENO DELLE MAFIE E SULLE ALTRE ASSOCIAZIONI CRIMINALI, ANCHE STRANIERE",colosimo_c@camera.it,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=308917,,,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=308917,2025-08-18
306189,LIA,QUARTAPELLE PROCOPIO,19820815,VARESE,female,LOMBARDIA 1 - P01,PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA (PD-IDP) (18.10.2022,PD-IDP,UNIONE INTERPARLAMENTARE,quartapelle_l@camera.it,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=306189,,,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=306189,2025-08-18
308902,ANTHONY EMANUELE,BARBAGALLO,19751224,CATANIA,male,SICILIA 2 - P03,PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA (PD-IDP) (18.10.2022,PD-IDP,COMMISSIONE GIURISDIZIONALE PER IL PERSONALE,barbagallo_a@camera.it,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=308902,,,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=308902,2025-08-18
308804,AUGUSTO,CURTI,19780304,ASCOLI PICENO,male,MARCHE - P01,PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA (PD-IDP) (18.10.2022,PD-IDP,COMMISSIONE PARLAMENTARE DI VIGILANZA SULL'ANAGRAFE TRIBUTARIA,curti_a@camera.it,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=308804,,,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=308804,2025-08-18
305757,LAURA,BOLDRINI,19610428,MACERATA,female,TOSCANA - P02,PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA (PD-IDP) (18.10.2022,PD-IDP,III COMMISSIONE (AFFARI ESTERI E COMUNITARI),boldrini_l@camera.it,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=305757,,,,https://scrivi.camera.it/scrivi?dest=deputato&id_aul=305757,2025-08-18
