persona_id,nome,cognome,inizio_mandato,legislatura,tipo_mandato,carica,gruppo_partito,circoscrizione_o_collegio,regione,email_istituzionale,email_pec,form_contatti_url,telefono_e164,indirizzo_ufficio,photo_url,sito_ufficiale,fonte_url,fonte_data
22966,Mariastella,Gelmini,2022-10-13,19,elettivo,senatore,C,,Toscana,mariastella.gelmini@senato.it,,,,,https://www.senato.it/leg/19/Immagini/Senatori/00022966.jpg,https://www.senato.it/leg/19/BGT/Schede/Attsen/00022966.htm,https://www.senato.it/leg/19/BGT/Schede/Attsen/00022966.htm,2025-08-27
1116,Antonino,Germana',2022-10-13,19,elettivo,senatore,,,Sicilia,antoninosalvatore.germana@senato.it,,,,,https://www.senato.it/leg/19/Immagini/Senatori/00001116.jpg,https://www.senato.it/leg/19/BGT/Schede/Attsen/00001116.htm,https://www.senato.it/leg/19/BGT/Schede/Attsen/00001116.htm,2025-08-27
29105,Francesco,Giacobbe,2022-10-13,19,elettivo,senatore,PD-IDP,,,francesco.giacobbe@senato.it,,,,,https://www.senato.it/leg/19/Immagini/Senatori/00029105.jpg,https://www.senato.it/leg/19/BGT/Schede/Attsen/00029105.htm,https://www.senato.it/leg/19/BGT/Schede/Attsen/00029105.htm,2025-08-27
29425,Andrea,Giorgis,2022-10-13,19,elettivo,senatore,PD-IDP,1 (PIEMONTE - U01 (TORINO: CIRCOSCRIZIONE 2 - SANTA RITA - MIRAFIORI NORD - MIRAFIORI SUD),Piemonte,andrea.giorgis@senato.it,,,,,https://www.senato.it/leg/19/Immagini/Senatori/00029425.jpg,https://www.senato.it/leg/19/BGT/Schede/Attsen/00029425.htm,https://www.senato.it/leg/19/BGT/Schede/Attsen/00029425.htm,2025-08-27
1227,Antonio,Guidi,2022-10-13,19,elettivo,senatore,C,,Umbria,antonio.guidi@senato.it,,,,,https://www.senato.it/leg/19/Immagini/Senatori/00001227.jpg,https://www.senato.it/leg/19/BGT/Schede/Attsen/00001227.htm,https://www.senato.it/leg/19/BGT/Schede/Attsen/00001227.htm,2025-08-27
32644,Barbara,Guidolin,2022-10-13,19,elettivo,senatore,M5S,,Veneto,barbara.guidolin@senato.it,,,,,https://www.senato.it/leg/19/Immagini/Senatori/00032644.jpg,https://www.senato.it/leg/19/BGT/Schede/Attsen/00032644.htm,https://www.senato.it/leg/19/BGT/Schede/Attsen/00032644.htm,2025-08-27
32645,Antonio,Iannone,2022-10-13,19,elettivo,senatore,,3 (CAMPANIA - U03 (SALERNO),Campania,antonio.iannone@senato.it,,,,,https://www.senato.it/leg/19/Immagini/Senatori/00032645.jpg,https://www.senato.it/leg/19/BGT/Schede/Attsen/00032645.htm,https://www.senato.it/leg/19/BGT/Schede/Attsen/00032645.htm,2025-08-27
36401,Nicola,Irto,2022-10-13,19,elettivo,senatore,,,Calabria,nicola.irto@senato.it,,,,,https://www.senato.it/leg/19/Immagini/Senatori/00036401.jpg,https://www.senato.it/leg/19/BGT/Schede/Attsen/00036401.htm,https://www.senato.it/leg/19/BGT/Schede/Attsen/00036401.htm,2025-08-27
29447,Francesca,La Marca,2022-10-13,19,elettivo,senatore,PD-IDP,,,francesca.lamarca@senato.it,,,,,https://www.senato.it/leg/19/Immagini/Senatori/00029447.jpg,https://www.senato.it/leg/19/BGT/Schede/Attsen/00029447.htm,https://www.senato.it/leg/19/BGT/Schede/Attsen/00029447.htm,2025-08-27
32650,Patrizio Giacomo,La Pietra,2022-10-13,19,elettivo,senatore,F,3 (TOSCANA - U03 (PRATO),Toscana,patrizio.lapietra@senato.it,,,,,https://www.senato.it/leg/19/Immagini/Senatori/00032650.jpg,https://www.senato.it/leg/19/BGT/Schede/Attsen/00032650.htm,https://www.senato.it/leg/19/BGT/Schede/Attsen/00032650.htm,2025-08-27
1275,Ignazio,La Russa,2022-10-13,19,elettivo,senatore,F,5 (LOMBARDIA - U05 (COLOGNO MONZESE),Lombardia,ignazio.larussa@senato.it,,,,,https://www.senato.it/leg/19/Immagini/Senatori/00001275.jpg,https://www.senato.it/leg/19/BGT/Schede/Attsen/00001275.htm,https://www.senato.it/leg/19/BGT/Schede/Attsen/00001275.htm,2025-08-27
36402,Elena,Leonardi,2022-10-13,19,elettivo,senatore,F,1 (MARCHE - U01 (ASCOLI PICENO),Marche,elena.leonardi@senato.it,,,,,https://www.senato.it/leg/19/Immagini/Senatori/00036402.jpg,https://www.senato.it/leg/19/BGT/Schede/Attsen/00036402.htm,https://www.senato.it/leg/19/BGT/Schede/Attsen/00036402.htm,2025-08-27
32653,Ettore Antonio,Licheri,2022-10-13,19,elettivo,senatore,M5S,,Toscana,ettore.licheri@senato.it,,,,,https://www.senato.it/leg/19/Immagini/Senatori/00032653.jpg,https://www.senato.it/leg/19/BGT/Schede/Attsen/00032653.htm,https://www.senato.it/leg/19/BGT/Schede/Attsen/00032653.htm,2025-08-27
36434,Sabrina,Licheri,2022-10-13,19,elettivo,senatore,M5S,,Sardegna,sabrina.licheri@senato.it,,,,,https://www.senato.it/leg/19/Immagini/Senatori/00036434.jpg,https://www.senato.it/leg/19/BGT/Schede/Attsen/00036434.htm,https://www.senato.it/leg/19/BGT/Schede/Attsen/00036434.htm,2025-08-27
36403,Guido Quintino,Liris,2022-10-13,19,elettivo,senatore,F,1 (ABRUZZO - U01 (PESCARA),Abruzzo,guidoquintino.liris@senato.it,,,,,https://www.senato.it/leg/19/Immagini/Senatori/00036403.jpg,https://www.senato.it/leg/19/BGT/Schede/Attsen/00036403.htm,https://www.senato.it/leg/19/BGT/Schede/Attsen/00036403.htm,2025-08-27
36435,Marco,Lisei,2022-10-13,19,elettivo,senatore,F,,Emilia,marco.lisei@senato.it,,,,,https://www.senato.it/leg/19/Immagini/Senatori/00036435.jpg,https://www.senato.it/leg/19/BGT/Schede/Attsen/00036435.htm,https://www.senato.it/leg/19/BGT/Schede/Attsen/00036435.htm,2025-08-27
36436,Marco,Lombardo,2022-10-13,19,elettivo,senatore,M,,Lombardia,marco.lombardo@senato.it,,,,,https://www.senato.it/leg/19/Immagini/Senatori/00036436.jpg,https://www.senato.it/leg/19/BGT/Schede/Attsen/00036436.htm,https://www.senato.it/leg/19/BGT/Schede/Attsen/00036436.htm,2025-08-27
36404,Ada,Lopreiato,2022-10-13,19,elettivo,senatore,M5S,4 (CAMPANIA - U04 (NAPOLI: QUARTIERE 19 - FUORIGROTTA),Campania,ada.lopreiato@senato.it,,,,,https://www.senato.it/leg/19/Immagini/Senatori/00036404.jpg,https://www.senato.it/leg/19/BGT/Schede/Attsen/00036404.htm,https://www.senato.it/leg/19/BGT/Schede/Attsen/00036404.htm,2025-08-27
32655,Pietro,Lorefice,2022-10-13,19,elettivo,senatore,M5S,,Sicilia,segreteria.senlorefice@senato.it,,,,,https://www.senato.it/leg/19/Immagini/Senatori/00032655.jpg,https://www.senato.it/leg/19/BGT/Schede/Attsen/00032655.htm,https://www.senato.it/leg/19/BGT/Schede/Attsen/00032655.htm,2025-08-27
25474,Beatrice,Lorenzin,2022-10-13,19,elettivo,senatore,,,Veneto,beatrice.lorenzin@senato.it,,,,,https://www.senato.it/leg/19/Immagini/Senatori/00025474.jpg,https://www.senato.it/leg/19/BGT/Schede/Attsen/00025474.htm,https://www.senato.it/leg/19/BGT/Schede/Attsen/00025474.htm,2025-08-27
18055,Alberto,Losacco,2022-10-13,19,elettivo,senatore,PD-IDP,,Marche,alberto.losacco@senato.it,,,,,https://www.senato.it/leg/19/Immagini/Senatori/00018055.jpg,https://www.senato.it/leg/19/BGT/Schede/Attsen/00018055.htm,https://www.senato.it/leg/19/BGT/Schede/Attsen/00018055.htm,2025-08-27
36405,Claudio,Lotito,2022-10-13,19,elettivo,senatore,FI-BP-PPE,1 (MOLISE - U01 (CAMPOBASSO),Molise,claudio.lotito@senato.it,,,,,https://www.senato.it/leg/19/Immagini/Senatori/00036405.jpg,https://www.senato.it/leg/19/BGT/Schede/Attsen/00036405.htm,https://www.senato.it/leg/19/BGT/Schede/Attsen/00036405.htm,2025-08-27
33946,Gianpietro,Maffoni,2022-10-13,19,elettivo,senatore,F,,Lombardia,gianpietro.maffoni@senato.it,,,,,https://www.senato.it/leg/19/Immagini/Senatori/00033946.jpg,https://www.senato.it/leg/19/BGT/Schede/Attsen/00033946.htm,https://www.senato.it/leg/19/BGT/Schede/Attsen/00033946.htm,2025-08-27
36437,Tino,Magni,2022-10-13,19,elettivo,senatore,,,Lombardia,celestino.magni@senato.it,,,,,https://www.senato.it/leg/19/Immagini/Senatori/00036437.jpg,https://www.senato.it/leg/19/BGT/Schede/Attsen/00036437.htm,https://www.senato.it/leg/19/BGT/Schede/Attsen/00036437.htm,2025-08-27
32658,Alessandra,Maiorino,2022-10-13,19,elettivo,senatore,,,Lazio,alessandra.maiorino@senato.it,,,,,https://www.senato.it/leg/19/Immagini/Senatori/00032658.jpg,https://www.senato.it/leg/19/BGT/Schede/Attsen/00032658.htm,https://www.senato.it/leg/19/BGT/Schede/Attsen/00032658.htm,2025-08-27
1407,Lucio,Malan,2022-10-13,19,elettivo,senatore,,,Piemonte,lucio.malan@senato.it,,,,,https://www.senato.it/leg/19/Immagini/Senatori/00001407.jpg,https://www.senato.it/leg/19/BGT/Schede/Attsen/00001407.htm,https://www.senato.it/leg/19/BGT/Schede/Attsen/00001407.htm,2025-08-27
29467,Simona Flavia,Malpezzi,2022-10-13,19,elettivo,senatore,PD-IDP,,Lombardia,simona.malpezzi@senato.it,,,,,https://www.senato.it/leg/19/Immagini/Senatori/00029467.jpg,https://www.senato.it/leg/19/BGT/Schede/Attsen/00029467.htm,https://www.senato.it/leg/19/BGT/Schede/Attsen/00029467.htm,2025-08-27
32660,Daniele,Manca,2022-10-13,19,elettivo,senatore,PD-IDP,,Emilia,daniele.manca@senato.it,,,,,https://www.senato.it/leg/19/Immagini/Senatori/00032660.jpg,https://www.senato.it/leg/19/BGT/Schede/Attsen/00032660.htm,https://www.senato.it/leg/19/BGT/Schede/Attsen/00032660.htm,2025-08-27
36438,Paola,Mancini,2022-10-13,19,elettivo,senatore,F,,Lombardia,paola.mancini@senato.it,,,,,https://www.senato.it/leg/19/Immagini/Senatori/00036438.jpg,https://www.senato.it/leg/19/BGT/Schede/Attsen/00036438.htm,https://www.senato.it/leg/19/BGT/Schede/Attsen/00036438.htm,2025-08-27
36439,Paolo,Marcheschi,2022-10-13,19,elettivo,senatore,F,,Toscana,paolo.marcheschi@senato.it,,,,,https://www.senato.it/leg/19/Immagini/Senatori/00036439.jpg,https://www.senato.it/leg/19/BGT/Schede/Attsen/00036439.htm,https://www.senato.it/leg/19/BGT/Schede/Attsen/00036439.htm,2025-08-27
17924,Andrea,Martella,2022-10-13,19,elettivo,senatore,PD-IDP,,Veneto,andrea.martella@senato.it,,,,,https://www.senato.it/leg/19/Immagini/Senatori/00017924.jpg,https://www.senato.it/leg/19/BGT/Schede/Attsen/00017924.htm,https://www.senato.it/leg/19/BGT/Schede/Attsen/00017924.htm,2025-08-27
29480,Roberto,Marti,2022-10-13,19,elettivo,senatore,LSP-PS,5 (PUGLIA - U05 (LECCE),Puglia,roberto.marti@senato.it,,,,,https://www.senato.it/leg/19/Immagini/Senatori/00029480.jpg,https://www.senato.it/leg/19/BGT/Schede/Attsen/00029480.htm,https://www.senato.it/leg/19/BGT/Schede/Attsen/00029480.htm,2025-08-27
29132,Bruno,Marton,2022-10-13,19,elettivo,senatore,M5S,,Lombardia,bruno.marton@senato.it,,,,,https://www.senato.it/leg/19/Immagini/Senatori/00029132.jpg,https://www.senato.it/leg/19/BGT/Schede/Attsen/00029132.htm,https://www.senato.it/leg/19/BGT/Schede/Attsen/00029132.htm,2025-08-27
36440,Domenico,Matera,2022-10-13,19,elettivo,senatore,F,,Campania,domenico.matera@senato.it,,,,,https://www.senato.it/leg/19/Immagini/Senatori/00036440.jpg,https://www.senato.it/leg/19/BGT/Schede/Attsen/00036440.htm,https://www.senato.it/leg/19/BGT/Schede/Attsen/00036440.htm,2025-08-27
36406,Orfeo,Mazzella,2022-10-13,19,elettivo,senatore,M5S,6 (CAMPANIA - U06 (TORRE DEL GRECO),Campania,orfeo.mazzella@senato.it,,,,,https://www.senato.it/leg/19/Immagini/Senatori/00036406.jpg,https://www.senato.it/leg/19/BGT/Schede/Attsen/00036406.htm,https://www.senato.it/leg/19/BGT/Schede/Attsen/00036406.htm,2025-08-27
36407,Filippo,Melchiorre,2022-10-13,19,elettivo,senatore,F,3 (PUGLIA - U03 (BARI),Puglia,filippo.melchiorre@senato.it,,,,,https://www.senato.it/leg/19/Immagini/Senatori/00036407.jpg,https://www.senato.it/leg/19/BGT/Schede/Attsen/00036407.htm,https://www.senato.it/leg/19/BGT/Schede/Attsen/00036407.htm,2025-08-27
29490,Marco,Meloni,2022-10-13,19,elettivo,senatore,PD-IDP,,Sardegna,marco.meloni@senato.it,,,,,https://www.senato.it/leg/19/Immagini/Senatori/00029490.jpg,https://www.senato.it/leg/19/BGT/Schede/Attsen/00029490.htm,https://www.senato.it/leg/19/BGT/Schede/Attsen/00029490.htm,2025-08-27
1558,Roberto,Menia,2022-10-13,19,elettivo,senatore,F,,Liguria,roberto.menia@senato.it,,,,,https://www.senato.it/leg/19/Immagini/Senatori/00001558.jpg,https://www.senato.it/leg/19/BGT/Schede/Attsen/00001558.htm,https://www.senato.it/leg/19/BGT/Schede/Attsen/00001558.htm,2025-08-27
34558,Lavinia,Mennuni,2022-10-13,19,elettivo,senatore,F,2 (LAZIO - U02 (ROMA: MUNICIPIO XIV),Lazio,lavinia.mennuni@senato.it,,,,,https://www.senato.it/leg/19/Immagini/Senatori/00034558.jpg,https://www.senato.it/leg/19/BGT/Schede/Attsen/00034558.htm,https://www.senato.it/leg/19/BGT/Schede/Attsen/00034558.htm,2025-08-27
36408,Ester,Mieli,2022-10-13,19,elettivo,senatore,F,4 (LAZIO - U04 (ROMA: MUNICIPIO VII),Lazio,ester.mieli@senato.it,,,,,https://www.senato.it/leg/19/Immagini/Senatori/00036408.jpg,https://www.senato.it/leg/19/BGT/Schede/Attsen/00036408.htm,https://www.senato.it/leg/19/BGT/Schede/Attsen/00036408.htm,2025-08-27
36013,Tilde,Minasi,2022-10-13,19,elettivo,senatore,LSP-PS,2 (CALABRIA - U02 (REGGIO DI CALABRIA),Calabria,clotilde.minasi@senato.it,,,,,https://www.senato.it/leg/19/Immagini/Senatori/00036013.jpg,https://www.senato.it/leg/19/BGT/Schede/Attsen/00036013.htm,https://www.senato.it/leg/19/BGT/Schede/Attsen/00036013.htm,2025-08-27
29138,Franco,Mirabelli,2022-10-13,19,elettivo,senatore,,,Lombardia,franco.mirabelli@senato.it,,,,,https://www.senato.it/leg/19/Immagini/Senatori/00029138.jpg,https://www.senato.it/leg/19/BGT/Schede/Attsen/00029138.htm,https://www.senato.it/leg/19/BGT/Schede/Attsen/00029138.htm,2025-08-27
23011,Antonio,Misiani,2022-10-13,19,elettivo,senatore,PD-IDP,3 (LOMBARDIA - U03 (MILANO: NIL 21 - BUENOS AIRES - VENEZIA),Lombardia,antonio.misiani@senato.it,,,,,https://www.senato.it/leg/19/Immagini/Senatori/00023011.jpg,https://www.senato.it/leg/19/BGT/Schede/Attsen/00023011.htm,https://www.senato.it/leg/19/BGT/Schede/Attsen/00023011.htm,2025-08-27
28543,Mario,Monti,2022-10-13,19,"a vita, di nomina del Presidente della Repubblica",senatore,M,,,mario.monti@senato.it,,,,,https://www.senato.it/leg/19/Immagini/Senatori/00028543.jpg,https://www.senato.it/leg/19/BGT/Schede/Attsen/00028543.htm,https://www.senato.it/leg/19/BGT/Schede/Attsen/00028543.htm,2025-08-27
32988,Alessandro,Morelli,2022-10-13,19,elettivo,senatore,LSP-PS,,Lombardia,alessandro.morelli@senato.it,,,,,https://www.senato.it/leg/19/Immagini/Senatori/00032988.jpg,https://www.senato.it/leg/19/BGT/Schede/Attsen/00032988.htm,https://www.senato.it/leg/19/BGT/Schede/Attsen/00032988.htm,2025-08-27
33110,Elena,Murelli,2022-10-13,19,elettivo,senatore,LSP-PS,1 (EMILIA-ROMAGNA - U01 (PARMA),Emilia,elena.murelli@senato.it,,,,,https://www.senato.it/leg/19/Immagini/Senatori/00033110.jpg,https://www.senato.it/leg/19/BGT/Schede/Attsen/00033110.htm,https://www.senato.it/leg/19/BGT/Schede/Attsen/00033110.htm,2025-08-27
36409,Dafne,Musolino,2022-10-13,19,elettivo,senatore,,6 (SICILIA - U06 (MESSINA),Sicilia,dafne.musolino@senato.it,,,,,https://www.senato.it/leg/19/Immagini/Senatori/00036409.jpg,https://www.senato.it/leg/19/BGT/Schede/Attsen/00036409.htm,https://www.senato.it/leg/19/BGT/Schede/Attsen/00036409.htm,2025-08-27
28306,Nello,Musumeci,2022-10-13,19,elettivo,senatore,F,4 (SICILIA - U04 (CATANIA),Sicilia,nello.musumeci@senato.it,,,,,https://www.senato.it/leg/19/Immagini/Senatori/00028306.jpg,https://www.senato.it/leg/19/BGT/Schede/Attsen/00028306.htm,https://www.senato.it/leg/19/BGT/Schede/Attsen/00028306.htm,2025-08-27
25446,Gaetano,Nastri,2022-10-13,19,elettivo,senatore,F,3 (PIEMONTE - U03 (NOVARA),Piemonte,gaetano.nastri@senato.it,,,,,https://www.senato.it/leg/19/Immagini/Senatori/00025446.jpg,https://www.senato.it/leg/19/BGT/Schede/Attsen/00025446.htm,https://www.senato.it/leg/19/BGT/Schede/Attsen/00025446.htm,2025-08-27
32673,Gisella,Naturale,2022-10-13,19,elettivo,senatore,M5S,,Puglia,gisella.naturale@senato.it,,,,,https://www.senato.it/leg/19/Immagini/Senatori/00032673.jpg,https://www.senato.it/leg/19/BGT/Schede/Attsen/00032673.htm,https://www.senato.it/leg/19/BGT/Schede/Attsen/00032673.htm,2025-08-27
36410,Luigi,Nave,2022-10-13,19,elettivo,senatore,,,Campania,luigi.nave@senato.it,,,,,https://www.senato.it/leg/19/Immagini/Senatori/00036410.jpg,https://www.senato.it/leg/19/BGT/Schede/Attsen/00036410.htm,https://www.senato.it/leg/19/BGT/Schede/Attsen/00036410.htm,2025-08-27
36411,Antonio,Nicita,2022-10-13,19,elettivo,senatore,,,Sicilia,antonio.nicita@senato.it,,,,,https://www.senato.it/leg/19/Immagini/Senatori/00036411.jpg,https://www.senato.it/leg/19/BGT/Schede/Attsen/00036411.htm,https://www.senato.it/leg/19/BGT/Schede/Attsen/00036411.htm,2025-08-27
36412,Vita Maria,Nocco,2022-10-13,19,elettivo,senatore,F,4 (PUGLIA - U04 (TARANTO),Puglia,vitamaria.nocco@senato.it,,,,,https://www.senato.it/leg/19/Immagini/Senatori/00036412.jpg,https://www.senato.it/leg/19/BGT/Schede/Attsen/00036412.htm,https://www.senato.it/leg/19/BGT/Schede/Attsen/00036412.htm,2025-08-27
36413,Mario,Occhiuto,2022-10-13,19,elettivo,senatore,FI-BP-PPE,,Calabria,mario.occhiuto@senato.it,,,,,https://www.senato.it/leg/19/Immagini/Senatori/00036413.jpg,https://www.senato.it/leg/19/BGT/Schede/Attsen/00036413.htm,https://www.senato.it/leg/19/BGT/Schede/Attsen/00036413.htm,2025-08-27
36414,Fausto,Orsomarso,2022-10-13,19,elettivo,senatore,F,,Calabria,fausto.orsomarso@senato.it,,,,,https://www.senato.it/leg/19/Immagini/Senatori/00036414.jpg,https://www.senato.it/leg/19/BGT/Schede/Attsen/00036414.htm,https://www.senato.it/leg/19/BGT/Schede/Attsen/00036414.htm,2025-08-27
32677,Andrea,Ostellari,2022-10-13,19,elettivo,senatore,LSP-PS,,Veneto,andrea.ostellari@senato.it,,,,,https://www.senato.it/leg/19/Immagini/Senatori/00032677.jpg,https://www.senato.it/leg/19/BGT/Schede/Attsen/00032677.htm,https://www.senato.it/leg/19/BGT/Schede/Attsen/00032677.htm,2025-08-27
34243,Andrea,Paganella,2022-10-13,19,elettivo,senatore,LSP-PS,,Lazio,andrea.paganella@senato.it,,,,,https://www.senato.it/leg/19/Immagini/Senatori/00034243.jpg,https://www.senato.it/leg/19/BGT/Schede/Attsen/00034243.htm,https://www.senato.it/leg/19/BGT/Schede/Attsen/00034243.htm,2025-08-27
33005,Raffaella,Paita,2022-10-13,19,elettivo,senatore,,,Lazio,raffaella.paita@senato.it,,,,,https://www.senato.it/leg/19/Immagini/Senatori/00033005.jpg,https://www.senato.it/leg/19/BGT/Schede/Attsen/00033005.htm,https://www.senato.it/leg/19/BGT/Schede/Attsen/00033005.htm,2025-08-27
4512,Adriano,Paroli,2022-10-13,19,elettivo,senatore,,,Lombardia,adriano.paroli@senato.it,,,,,https://www.senato.it/leg/19/Immagini/Senatori/00004512.jpg,https://www.senato.it/leg/19/BGT/Schede/Attsen/00004512.htm,https://www.senato.it/leg/19/BGT/Schede/Attsen/00004512.htm,2025-08-27
29521,Dario,Parrini,2022-10-13,19,elettivo,senatore,PD-IDP,,Toscana,,,,,,https://www.senato.it/leg/19/Immagini/Senatori/00029521.jpg,https://www.senato.it/leg/19/BGT/Schede/Attsen/00029521.htm,https://www.senato.it/leg/19/BGT/Schede/Attsen/00029521.htm,2025-08-27
36415,Pietro,Patton,2022-10-13,19,elettivo,senatore,,1 (TRENTINO-ALTO ADIGE/SÜDTIROL - U01 (TRENTO),Trentino,pietro.patton@senato.it,,,,,https://www.senato.it/leg/19/Immagini/Senatori/00036415.jpg,https://www.senato.it/leg/19/BGT/Schede/Attsen/00036415.htm,https://www.senato.it/leg/19/BGT/Schede/Attsen/00036415.htm,2025-08-27
32681,Stefano,Patuanelli,2022-10-13,19,elettivo,senatore,,,Lazio,stefano.patuanelli@senato.it,,,,,https://www.senato.it/leg/19/Immagini/Senatori/00032681.jpg,https://www.senato.it/leg/19/BGT/Schede/Attsen/00032681.htm,https://www.senato.it/leg/19/BGT/Schede/Attsen/00032681.htm,2025-08-27
35489,Cinzia,Pellegrino,2023-05-09,19,elettivo,senatore,F,,Lazio,cinzia.pellegrino@senato.it,,,,,https://www.senato.it/leg/19/Immagini/Senatori/00035489.jpg,https://www.senato.it/leg/19/BGT/Schede/Attsen/00035489.htm,https://www.senato.it/leg/19/BGT/Schede/Attsen/00035489.htm,2025-08-27
3900,Marcello,Pera,2022-10-13,19,elettivo,senatore,F,2 (SARDEGNA - U02 (SASSARI),Sardegna,marcello.pera@senato.it,,,,,https://www.senato.it/leg/19/Immagini/Senatori/00003900.jpg,https://www.senato.it/leg/19/BGT/Schede/Attsen/00003900.htm,https://www.senato.it/leg/19/BGT/Schede/Attsen/00003900.htm,2025-08-27
25429,Giovanna,Petrenga,2022-10-13,19,elettivo,senatore,,1 (CAMPANIA - U01 (CASERTA),Campania,giovanna.petrenga@senato.it,,,,,https://www.senato.it/leg/19/Immagini/Senatori/00025429.jpg,https://www.senato.it/leg/19/BGT/Schede/Attsen/00025429.htm,https://www.senato.it/leg/19/BGT/Schede/Attsen/00025429.htm,2025-08-27
36416,Simona,Petrucci,2022-10-13,19,elettivo,senatore,F,1 (TOSCANA - U01 (AREZZO),Toscana,simona.petrucci@senato.it,,,,,https://www.senato.it/leg/19/Immagini/Senatori/00036416.jpg,https://www.senato.it/leg/19/BGT/Schede/Attsen/00036416.htm,https://www.senato.it/leg/19/BGT/Schede/Attsen/00036416.htm,2025-08-27
30512,Renzo,Piano,2022-10-13,19,"a vita, di nomina del Presidente della Repubblica",senatore,M,,,renzo.piano@senato.it,,,,,https://www.senato.it/leg/19/Immagini/Senatori/00030512.jpg,https://www.senato.it/leg/19/BGT/Schede/Attsen/00030512.htm,https://www.senato.it/leg/19/BGT/Schede/Attsen/00030512.htm,2025-08-27
36417,Luca,Pirondini,2022-10-13,19,elettivo,senatore,M5S,,Liguria,luca.pirondini@senato.it,,,,,https://www.senato.it/leg/19/Immagini/Senatori/00036417.jpg,https://www.senato.it/leg/19/BGT/Schede/Attsen/00036417.htm,https://www.senato.it/leg/19/BGT/Schede/Attsen/00036417.htm,2025-08-27
18562,Daisy,Pirovano,2022-10-13,19,elettivo,senatore,LSP-PS,7 (LOMBARDIA - U07 (BERGAMO),Lombardia,daisy.pirovano@senato.it,,,,,https://www.senato.it/leg/19/Immagini/Senatori/00018562.jpg,https://www.senato.it/leg/19/BGT/Schede/Attsen/00018562.htm,https://www.senato.it/leg/19/BGT/Schede/Attsen/00018562.htm,2025-08-27
32691,Elisa,Pirro,2022-10-13,19,elettivo,senatore,,,Piemonte,elisa.pirro@senato.it,,,,,https://www.senato.it/leg/19/Immagini/Senatori/00032691.jpg,https://www.senato.it/leg/19/BGT/Schede/Attsen/00032691.htm,https://www.senato.it/leg/19/BGT/Schede/Attsen/00032691.htm,2025-08-27
36441,Salvo,Pogliese,2022-10-13,19,elettivo,senatore,F,,Sicilia,salvatoredomenico.pogliese@senato.it,,,,,https://www.senato.it/leg/19/Immagini/Senatori/00036441.jpg,https://www.senato.it/leg/19/BGT/Schede/Attsen/00036441.htm,https://www.senato.it/leg/19/BGT/Schede/Attsen/00036441.htm,2025-08-27
33022,Manfredi,Potenti,2022-10-13,19,elettivo,senatore,LSP-PS,2 (TOSCANA - U02 (LIVORNO),Toscana,manfredi.potenti@senato.it,,,,,https://www.senato.it/leg/19/Immagini/Senatori/00033022.jpg,https://www.senato.it/leg/19/BGT/Schede/Attsen/00033022.htm,https://www.senato.it/leg/19/BGT/Schede/Attsen/00033022.htm,2025-08-27
32697,Stefania,Pucciarelli,2022-10-13,19,elettivo,senatore,LSP-PS,2 (LIGURIA - U02 (LA SPEZIA),Liguria,stefania.pucciarelli@senato.it,,,,,https://www.senato.it/leg/19/Immagini/Senatori/00032697.jpg,https://www.senato.it/leg/19/BGT/Schede/Attsen/00032697.htm,https://www.senato.it/leg/19/BGT/Schede/Attsen/00032697.htm,2025-08-27
36418,Vincenza,Rando,2022-10-13,19,elettivo,senatore,PD-IDP,2 (EMILIA-ROMAGNA - U02 (MODENA),Emilia,vincenza.rando@senato.it,,,,,https://www.senato.it/leg/19/Immagini/Senatori/00036418.jpg,https://www.senato.it/leg/19/BGT/Schede/Attsen/00036418.htm,https://www.senato.it/leg/19/BGT/Schede/Attsen/00036418.htm,2025-08-27
36419,Ernesto,Rapani,2022-10-13,19,elettivo,senatore,F,1 (CALABRIA - U01 (CORIGLIANO-ROSSANO),Calabria,ernesto.rapani@senato.it,,,,,https://www.senato.it/leg/19/Immagini/Senatori/00036419.jpg,https://www.senato.it/leg/19/BGT/Schede/Attsen/00036419.htm,https://www.senato.it/leg/19/BGT/Schede/Attsen/00036419.htm,2025-08-27
36442,Sergio,Rastrelli,2022-10-13,19,elettivo,senatore,F,,Campania,sergio.rastrelli@senato.it,,,,,https://www.senato.it/leg/19/Immagini/Senatori/00036442.jpg,https://www.senato.it/leg/19/BGT/Schede/Attsen/00036442.htm,https://www.senato.it/leg/19/BGT/Schede/Attsen/00036442.htm,2025-08-27
32699,Isabella,Rauti,2022-10-13,19,elettivo,senatore,F,4 (LOMBARDIA - U04 (SESTO SAN GIOVANNI),Lombardia,isabella.rauti@senato.it,,,,,https://www.senato.it/leg/19/Immagini/Senatori/00032699.jpg,https://www.senato.it/leg/19/BGT/Schede/Attsen/00032699.htm,https://www.senato.it/leg/19/BGT/Schede/Attsen/00032699.htm,2025-08-27
30742,Matteo,Renzi,2022-10-13,19,elettivo,senatore,IV-C-RE,,Campania,matteo.renzi@senato.it,,,,,https://www.senato.it/leg/19/Immagini/Senatori/00030742.jpg,https://www.senato.it/leg/19/BGT/Schede/Attsen/00030742.htm,https://www.senato.it/leg/19/BGT/Schede/Attsen/00030742.htm,2025-08-27
